"id","label","comment","subPropertyOf","equivalentProperty","subproperties","domainIncludes","rangeIncludes","inverseOf","supersedes","supersededBy","isPartOf"
"http://schema.org/about","about","The subject matter of the content.","","","http://schema.org/mainEntity","http://schema.org/CommunicateAction, http://schema.org/CreativeWork, http://schema.org/Event","http://schema.org/Thing","http://schema.org/subjectOf","",""
"http://schema.org/accountMinimumInflow","accountMinimumInflow","A minimum amount that has to be paid in every month.","","","","http://schema.org/BankAccount","http://schema.org/MonetaryAmount","","",""
"http://schema.org/accountOverdraftLimit","accountOverdraftLimit","An overdraft is an extension of credit from a lending institution when an account reaches zero. An overdraft allows the individual to continue withdrawing money even if the account has no funds in it. Basically the bank allows people to borrow a set amount of money.","","","","http://schema.org/BankAccount","http://schema.org/MonetaryAmount","","",""
"http://schema.org/actionAccessibilityRequirement","actionAccessibilityRequirement","A set of requirements that a must be fulfilled in order to perform an Action. If more than one value is specied, fulfilling one set of requirements will allow the Action to be performed.","","","","http://schema.org/ConsumeAction","http://schema.org/ActionAccessSpecification","","",""
"http://schema.org/actionableFeedbackPolicy","actionableFeedbackPolicy","For a <a class=""localLink"" href=""http://schema.org/NewsMediaOrganization"">NewsMediaOrganization</a> or other news-related <a class=""localLink"" href=""http://schema.org/Organization"">Organization</a>, a statement about public engagement activities (for news media, the newsroom’s), including involving the public - digitally or otherwise -- in coverage decisions, reporting and activities after publication.","http://schema.org/publishingPrinciples","","","http://schema.org/NewsMediaOrganization, http://schema.org/Organization","http://schema.org/CreativeWork, http://schema.org/URL","","",""
"http://schema.org/appearance","appearance","Indicates an occurence of a <a class=""localLink"" href=""http://schema.org/Claim"">Claim</a> in some <a class=""localLink"" href=""http://schema.org/CreativeWork"">CreativeWork</a>.","http://schema.org/workExample","","","http://schema.org/Claim","http://schema.org/CreativeWork","","",""
"http://schema.org/authenticator","authenticator","The Organization responsible for authenticating the user's subscription. For example, many media apps require a cable/satellite provider to authenticate your subscription before playing media.","","","","http://schema.org/MediaSubscription","http://schema.org/Organization","","",""
"http://schema.org/availabilityEnds","availabilityEnds","The end of the availability of the product or service included in the offer.","","","","http://schema.org/ActionAccessSpecification, http://schema.org/Demand, http://schema.org/Offer","http://schema.org/DateTime","","",""
"http://schema.org/availabilityStarts","availabilityStarts","The beginning of the availability of the product or service included in the offer.","","","","http://schema.org/ActionAccessSpecification, http://schema.org/Demand, http://schema.org/Offer","http://schema.org/DateTime","","",""
"http://schema.org/backstory","backstory","For an <a class=""localLink"" href=""http://schema.org/Article"">Article</a>, typically a <a class=""localLink"" href=""http://schema.org/NewsArticle"">NewsArticle</a>, the backstory property provides a textual summary giving a brief explanation of why and how an article was created. In a journalistic setting this could include information about reporting process, methods, interviews, data sources, etc.","","","","http://schema.org/Article","http://schema.org/CreativeWork, http://schema.org/Text","","",""
"http://schema.org/bankAccountType","bankAccountType","The type of a bank account.","","","","http://schema.org/BankAccount","http://schema.org/Text, http://schema.org/URL","","",""
"http://schema.org/beneficiaryBank","beneficiaryBank","A bank or bank’s branch, financial institution or international financial institution operating the beneficiary’s bank account or releasing funds for the beneficiary","","","","http://schema.org/MoneyTransfer","http://schema.org/BankOrCreditUnion, http://schema.org/Text","","",""
"http://schema.org/benefitsSummaryUrl","benefitsSummaryUrl","The URL that goes directly to the summary of benefits and coverage for the specific standard plan or plan variation.","","","","http://schema.org/HealthInsurancePlan","http://schema.org/URL","","",""
"http://schema.org/broadcastFrequency","broadcastFrequency","The frequency used for over-the-air broadcasts. Numeric values or simple ranges e.g. 87-99. In addition a shortcut idiom is supported for frequences of AM and FM radio channels, e.g. ""87 FM"".","","","","http://schema.org/BroadcastChannel, http://schema.org/BroadcastService","http://schema.org/BroadcastFrequencySpecification, http://schema.org/Text","","",""
"http://schema.org/broadcastFrequencyValue","broadcastFrequencyValue","The frequency in MHz for a particular broadcast.","","","","http://schema.org/BroadcastFrequencySpecification","http://schema.org/Number, http://schema.org/QuantitativeValue","","",""
"http://schema.org/byDay","byDay","Defines the day(s) of the week on which a recurring <a class=""localLink"" href=""http://schema.org/Event"">Event</a> takes place","","","","http://schema.org/Schedule","http://schema.org/DayOfWeek","","",""
"http://schema.org/byMonth","byMonth","Defines the month(s) of the year on which a recurring <a class=""localLink"" href=""http://schema.org/Event"">Event</a> takes place. Specified as an <a class=""localLink"" href=""http://schema.org/Integer"">Integer</a> between 1-12. January is 1.","","","","http://schema.org/Schedule","http://schema.org/Integer","","",""
"http://schema.org/byMonthDay","byMonthDay","Defines the day(s) of the month on which a recurring <a class=""localLink"" href=""http://schema.org/Event"">Event</a> takes place. Specified as an <a class=""localLink"" href=""http://schema.org/Integer"">Integer</a> between 1-31.","","","","http://schema.org/Schedule","http://schema.org/Integer","","",""
"http://schema.org/cashBack","cashBack","A cardholder benefit that pays the cardholder a small percentage of their net expenditures.","","","","http://schema.org/PaymentCard","http://schema.org/Boolean, http://schema.org/Number","","",""
"http://schema.org/category","category","A category for the item. Greater signs or slashes can be used to informally indicate a category hierarchy.","","","","http://schema.org/ActionAccessSpecification, http://schema.org/Invoice, http://schema.org/Offer, http://schema.org/PhysicalActivity, http://schema.org/Product, http://schema.org/Service","http://schema.org/PhysicalActivityCategory, http://schema.org/Text, http://schema.org/Thing","","",""
"http://schema.org/codeValue","codeValue","A short textual code that uniquely identifies the value.","http://schema.org/termCode","","","http://schema.org/CategoryCode, http://schema.org/MedicalCode","http://schema.org/Text","","",""
"http://schema.org/contactlessPayment","contactlessPayment","A secure method for consumers to purchase products or services via debit, credit or smartcards by using RFID or NFC technology.","","","","http://schema.org/PaymentCard","http://schema.org/Boolean","","",""
"http://schema.org/contentReferenceTime","contentReferenceTime","The specific time described by a creative work, for works (e.g. articles, video objects etc.) that emphasise a particular moment within an Event.","","","","http://schema.org/CreativeWork","http://schema.org/DateTime","","",""
"http://schema.org/correction","correction","Indicates a correction to a <a class=""localLink"" href=""http://schema.org/CreativeWork"">CreativeWork</a>, either via a <a class=""localLink"" href=""http://schema.org/CorrectionComment"">CorrectionComment</a>, textually or in another document.","","","","http://schema.org/CreativeWork","http://schema.org/CorrectionComment, http://schema.org/Text, http://schema.org/URL","","",""
"http://schema.org/correctionsPolicy","correctionsPolicy","For an <a class=""localLink"" href=""http://schema.org/Organization"">Organization</a> (e.g. <a class=""localLink"" href=""http://schema.org/NewsMediaOrganization"">NewsMediaOrganization</a>), a statement describing (in news media, the newsroom’s) disclosure and correction policy for errors.","http://schema.org/publishingPrinciples","","","http://schema.org/NewsMediaOrganization, http://schema.org/Organization","http://schema.org/CreativeWork, http://schema.org/URL","","",""
"http://schema.org/cssSelector","cssSelector","A CSS selector, e.g. of a <a class=""localLink"" href=""http://schema.org/SpeakableSpecification"">SpeakableSpecification</a> or <a class=""localLink"" href=""http://schema.org/WebPageElement"">WebPageElement</a>. In the latter case, multiple matches within a page can constitute a single conceptual ""Web page element"".","","","","http://schema.org/SpeakableSpecification, http://schema.org/WebPageElement","http://schema.org/CssSelectorType","","",""
"http://schema.org/currency","currency","The currency in which the monetary amount is expressed (in 3-letter <a href=""http://en.wikipedia.org/wiki/ISO_4217"">ISO 4217</a> format)., The currency in which the monetary amount is expressed.<br/><br/>

Use standard formats: <a href=""http://en.wikipedia.org/wiki/ISO_4217"">ISO 4217 currency format</a> e.g. ""USD""; <a href=""https://en.wikipedia.org/wiki/List_of_cryptocurrencies"">Ticker symbol</a> for cryptocurrencies e.g. ""BTC""; well known names for <a href=""https://en.wikipedia.org/wiki/Local_exchange_trading_system"">Local Exchange Tradings Systems</a> (LETS) and other currency types e.g. ""Ithaca HOUR"".","","","","http://schema.org/DatedMoneySpecification, http://schema.org/ExchangeRateSpecification, http://schema.org/LoanOrCredit, http://schema.org/MonetaryAmount, http://schema.org/MonetaryAmountDistribution","http://schema.org/Text","","",""
"http://schema.org/currentExchangeRate","currentExchangeRate","The current price of a currency.","","","","http://schema.org/ExchangeRateSpecification","http://schema.org/UnitPriceSpecification","","",""
"http://schema.org/diversityPolicy","diversityPolicy","Statement on diversity policy by an <a class=""localLink"" href=""http://schema.org/Organization"">Organization</a> e.g. a <a class=""localLink"" href=""http://schema.org/NewsMediaOrganization"">NewsMediaOrganization</a>. For a <a class=""localLink"" href=""http://schema.org/NewsMediaOrganization"">NewsMediaOrganization</a>, a statement describing the newsroom’s diversity policy on both staffing and sources, typically providing staffing data.","","","","http://schema.org/NewsMediaOrganization, http://schema.org/Organization","http://schema.org/CreativeWork, http://schema.org/URL","","",""
"http://schema.org/diversityStaffingReport","diversityStaffingReport","For an <a class=""localLink"" href=""http://schema.org/Organization"">Organization</a> (often but not necessarily a <a class=""localLink"" href=""http://schema.org/NewsMediaOrganization"">NewsMediaOrganization</a>), a report on staffing diversity issues. In a news context this might be for example ASNE or RTDNA (US) reports, or self-reported.","http://schema.org/publishingPrinciples","","","http://schema.org/NewsMediaOrganization, http://schema.org/Organization","http://schema.org/Article, http://schema.org/URL","","",""
"http://schema.org/documentation","documentation","Further documentation describing the Web API in more detail.","","","","http://schema.org/WebAPI","http://schema.org/CreativeWork, http://schema.org/URL","","",""
"http://schema.org/domiciledMortgage","domiciledMortgage","Whether borrower is a resident of the jurisdiction where the property is located.","","","","http://schema.org/MortgageLoan","http://schema.org/Boolean","","",""
"http://schema.org/downPayment","downPayment","a type of payment made in cash during the onset of the purchase of an expensive good/service. The payment typically represents only a percentage of the full purchase price.","","","","http://schema.org/RepaymentSpecification","http://schema.org/MonetaryAmount, http://schema.org/Number","","",""
"http://schema.org/duration","duration","The duration of the item (movie, audio recording, event, etc.) in <a href=""http://en.wikipedia.org/wiki/ISO_8601"">ISO 8601 date format</a>.","","","http://schema.org/loanTerm","http://schema.org/Audiobook, http://schema.org/Event, http://schema.org/MediaObject, http://schema.org/Movie, http://schema.org/MusicRecording, http://schema.org/MusicRelease, http://schema.org/QuantitativeValueDistribution","http://schema.org/Duration","","",""
"http://schema.org/earlyPrepaymentPenalty","earlyPrepaymentPenalty","The amount to be paid as a penalty in the event of early payment of the loan.","","","","http://schema.org/RepaymentSpecification","http://schema.org/MonetaryAmount","","",""
"http://schema.org/educationRequirements","educationRequirements","Educational background needed for the position or Occupation., Educational background needed for the position.","","","","http://schema.org/JobPosting, http://schema.org/Occupation","http://schema.org/Text","","",""
"http://schema.org/educationalCredentialAwarded","educationalCredentialAwarded","A description of the qualification, award, certificate, diploma or other educational credential awarded as a consequence of successful completion of this course.","","","","http://schema.org/Course","http://schema.org/Text, http://schema.org/URL","","",""
"http://schema.org/eligibleRegion","eligibleRegion","The ISO 3166-1 (ISO 3166-1 alpha-2) or ISO 3166-2 code, the place, or the GeoShape for the geo-political region(s) for which the offer or delivery charge specification is valid.<br/><br/>

See also <a class=""localLink"" href=""http://schema.org/ineligibleRegion"">ineligibleRegion</a>.","http://schema.org/areaServed","","","http://schema.org/ActionAccessSpecification, http://schema.org/DeliveryChargeSpecification, http://schema.org/Demand, http://schema.org/Offer","http://schema.org/GeoShape, http://schema.org/Place, http://schema.org/Text","","",""
"http://schema.org/estimatedSalary","estimatedSalary","A property describing the estimated salary for a job posting based on a variety of variables including, but not limited to industry, job title, and location. The estimated salary is usually computed by outside organizations and therefore the hiring organization is not bound to this estimated salary., The estimated salary for this occupation in the given occupationLocation.","","","","http://schema.org/JobPosting, http://schema.org/Occupation","http://schema.org/MonetaryAmount, http://schema.org/MonetaryAmountDistribution, http://schema.org/Number, http://schema.org/PriceSpecification","","",""
"http://schema.org/ethicsPolicy","ethicsPolicy","Statement about ethics policy, e.g. of a <a class=""localLink"" href=""http://schema.org/NewsMediaOrganization"">NewsMediaOrganization</a> regarding journalistic and publishing practices, or of a <a class=""localLink"" href=""http://schema.org/Restaurant"">Restaurant</a>, a page describing food source policies. In the case of a <a class=""localLink"" href=""http://schema.org/NewsMediaOrganization"">NewsMediaOrganization</a>, an ethicsPolicy is typically a statement describing the personal, organizational, and corporate standards of behavior expected by the organization.","","","","http://schema.org/NewsMediaOrganization, http://schema.org/Organization","http://schema.org/CreativeWork, http://schema.org/URL","","",""
"http://schema.org/eventSchedule","eventSchedule","Associates an <a class=""localLink"" href=""http://schema.org/Event"">Event</a> with a <a class=""localLink"" href=""http://schema.org/Schedule"">Schedule</a>. There are circumstances where it is preferable to share a schedule for a series of
      repeating events rather than data on the individual events themselves. For example, a website or application might prefer to publish a schedule for a weekly
      gym class rather than provide data on every event. A schedule could be processed by applications to add forthcoming events to a calendar. An <a class=""localLink"" href=""http://schema.org/Event"">Event</a> that
      is associated with a <a class=""localLink"" href=""http://schema.org/Schedule"">Schedule</a> using this property should not have <a class=""localLink"" href=""http://schema.org/startDate"">startDate</a> or <a class=""localLink"" href=""http://schema.org/endDate"">endDate</a> properties. These are instead defined within the associated
      <a class=""localLink"" href=""http://schema.org/Schedule"">Schedule</a>, this avoids any ambiguity for clients using the data. The propery might have repeated values to specify different schedules, e.g. for different months
      or seasons.","","","","http://schema.org/Schedule","http://schema.org/Duration","","",""
"http://schema.org/exceptDate","exceptDate","Defines a <a class=""localLink"" href=""http://schema.org/Date"">Date</a> or <a class=""localLink"" href=""http://schema.org/DateTime"">DateTime</a> during which a scheduled <a class=""localLink"" href=""http://schema.org/Event"">Event</a> will not take place. The property allows exceptions to
      a <a class=""localLink"" href=""http://schema.org/Schedule"">Schedule</a> to be specified. If an exception is specified as a <a class=""localLink"" href=""http://schema.org/DateTime"">DateTime</a> then only the event that would have started at that specific date and time
      should be excluded from the schedule. If an exception is specified as a <a class=""localLink"" href=""http://schema.org/Date"">Date</a> then any event that is scheduled for that 24 hour period should be
      excluded from the schedule. This allows a whole day to be excluded from the schedule without having to itemise every scheduled event.","","","","http://schema.org/Schedule","http://schema.org/Date, http://schema.org/DateTime","","",""
